pl_name,pl_orbper,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad,sy_vmag,ra,dec,confirmation_status
Kepler-726 b,21.80451611,2.6,543.0,20.48,5481.0,4.629,0.708,15.067,291.71732,44.88731,CONFIRMED
Kepler-253 c,10.28194593,2.53,680.0,50.6,5196.0,4.593,0.775,15.532,291.84198,44.858089,CONFIRMED
Kepler-253 d,18.11993039,2.95,563.0,23.77,5196.0,4.593,0.775,15.532,291.84198,44.858089,CONFIRMED
Kepler-253 b,3.78402867,1.7,949.0,191.78,5196.0,4.593,0.775,15.532,291.84198,44.858089,CONFIRMED
Kepler-727 b,5.15448142,2.94,964.0,204.1,5431.0,4.457,0.884,15.365,294.84689,45.034409,CONFIRMED
Kepler-728 b,5.743469797,3.13,982.0,219.95,5897.0,4.531,0.891,15.543,291.09235,45.115528,CONFIRMED
,39.4759093,4.06,577.0,26.13,6225.0,4.45,1.031,15.229,291.20804,45.244389,CANDIDATE
Kepler-729 b,3.166353562,3.82,1273.0,621.92,6007.0,4.47,0.998,15.603,286.36011,45.414291,CONFIRMED
Kepler-256 c,3.388012244,2.11,1315.0,705.93,5553.0,4.221,1.25,15.065,292.58044,46.097389,CONFIRMED
Kepler-256 d,5.83909761,2.06,1097.0,341.48,5553.0,4.221,1.25,15.065,292.58044,46.097389,CONFIRMED
Kepler-256 b,1.620467654,1.57,1681.0,1893.42,5553.0,4.221,1.25,15.065,292.58044,46.097389,CONFIRMED
Kepler-256 e,10.6816951,2.3,897.0,152.75,5553.0,4.221,1.25,15.065,292.58044,46.097389,CONFIRMED
Kepler-734 b,6.104849417,3.18,784.0,89.25,5085.0,4.584,0.712,15.017,297.04562,46.027359,CONFIRMED
Kepler-77 b,3.578780566,10.43,1145.0,406.6,5524.0,4.421,0.994,13.938,289.60797,44.345421,CONFIRMED
Kepler-254 b,5.826657508,4.09,1013.0,248.57,5561.0,4.362,1.06,15.843,288.1647,45.816509,CONFIRMED
Kepler-254 c,12.41216347,2.58,787.0,90.65,5561.0,4.362,1.06,15.843,288.1647,45.816509,CONFIRMED
Kepler-254 d,18.74649011,3.05,686.0,52.38,5561.0,4.362,1.06,15.843,288.1647,45.816509,CONFIRMED
Kepler-31 b,20.86021229,5.5,781.0,87.76,6035.0,4.22,1.257,15.237,294.02301,45.853081,CONFIRMED
Kepler-31 c,42.63427848,5.22,615.0,33.82,6035.0,4.22,1.257,15.237,294.02301,45.853081,CONFIRMED
Kepler-31 d,87.6476068,4.0,484.0,12.94,6035.0,4.22,1.257,15.237,294.02301,45.853081,CONFIRMED
,9.61731426,1.94,1010.0,246.13,6035.0,4.22,1.257,15.237,294.02301,45.853081,CANDIDATE
Kepler-732 b,9.467821474,2.13,407.0,6.47,3582.0,4.807,0.458,15.073,283.73203,45.958771,CONFIRMED
Kepler-732 c,0.893040969,1.24,893.0,151.14,3582.0,4.807,0.458,15.073,283.73203,45.958771,CONFIRMED
Kepler-15 b,4.942783419,10.62,1008.0,244.42,5514.0,4.459,0.978,13.758,296.20059,49.140121,CONFIRMED
Kepler-733 b,20.83426731,2.74,595.0,29.62,5537.0,4.549,0.88,15.412,293.01828,45.914688,CONFIRMED
Kepler-255 c,9.94602357,3.12,807.0,100.34,5344.0,4.365,1.013,15.596,296.06424,45.976841,CONFIRMED
Kepler-255 d,1.04562195,1.45,1710.0,2031.84,5344.0,4.365,1.013,15.596,296.06424,45.976841,CONFIRMED
Kepler-255 b,5.71462396,1.78,971.0,210.16,5344.0,4.365,1.013,15.596,296.06424,45.976841,CONFIRMED
Kepler-24 b,8.14515981,3.43,1050.0,287.91,5896.0,4.197,1.24,14.925,290.41327,38.34375,CONFIRMED
Kepler-24 e,18.9985279,43.17,792.0,93.03,5896.0,4.197,1.24,14.925,290.41327,38.34375,CONFIRMED
Kepler-24 d,4.24439049,2.07,1305.0,686.99,5896.0,4.197,1.24,14.925,290.41327,38.34375,CONFIRMED
,90.1240507,7.12,485.0,13.09,6520.0,4.375,1.215,14.96,293.22391,38.033581,CANDIDATE
Kepler-112 c,28.5742692,2.32,538.0,19.83,5551.0,4.508,0.812,13.771,296.98102,43.209751,CONFIRMED
,856.672115,3.87,242.0,0.81,6449.0,4.232,1.309,13.997,287.58679,47.600021,CANDIDATE
,0.689210173,1.32,1943.0,3362.71,5630.0,4.505,0.954,13.248,281.55118,47.469959,CANDIDATE
Kepler-1739 b,7.34373964,1.84,839.0,117.5,5757.0,4.597,0.762,14.657,296.23215,47.678959,CONFIRMED
,3.9886021,34.39,3145.0,23135.72,4813.0,2.472,13.652,6.974,289.09323,49.424484,CANDIDATE
,0.533059312,133.56,5862.0,277887.7,8523.0,3.559,4.051,7.748,286.0192,48.866741,CANDIDATE
Kepler-111 c,224.7789355,7.67,333.0,2.92,5873.0,4.293,1.235,13.492,291.65317,44.688271,CONFIRMED
Kepler-769 b,7.42608123,2.47,1037.0,273.78,6049.0,4.353,1.176,14.818,292.7131,38.358212,CONFIRMED
Kepler-769 c,15.9868932,1.62,803.0,98.51,6049.0,4.353,1.176,14.818,292.7131,38.358212,CONFIRMED
Kepler-770 b,18.92537246,13.92,1171.0,443.58,4941.0,3.317,4.885,14.604,286.49042,38.374908,CONFIRMED
,129995.7784,2.99,25.0,0.0,4500.0,4.572,0.726,13.447,296.82162,47.354031,CANDIDATE
Kepler-784 b,31.5925809,1.78,688.0,53.09,5676.0,4.1,1.487,13.29,295.92065,47.448608,CONFIRMED
Kepler-784 c,17.157236,1.55,844.0,119.87,5676.0,4.1,1.487,13.29,295.92065,47.448608,CONFIRMED
Kepler-785 b,1.97376085,8.78,753.0,76.1,3807.0,4.762,0.503,15.715,292.0683,38.84227,CONFIRMED
,13.118962443,8.25,1768.0,2310.43,7221.0,3.488,4.24,9.275,282.00031,48.542221,CANDIDATE
,7.82187328,2.78,2101.0,4601.71,7221.0,3.488,4.24,9.275,282.00031,48.542221,CANDIDATE
,53.5057611,2.52,675.0,49.16,6247.0,4.016,1.762,9.582,295.80267,45.988079,CANDIDATE
Kepler-21 b,2.785821236,1.69,1784.0,2388.98,6202.0,4.026,1.733,8.224,287.36182,38.714016,CONFIRMED
Kepler-755 b,1.269091415,1.41,1331.0,740.47,5041.0,4.576,0.766,13.999,296.86099,41.09734,CONFIRMED
Kepler-755 c,2.853133997,1.36,1016.0,251.77,5041.0,4.576,0.766,13.999,296.86099,41.09734,CONFIRMED
Kepler-1734 b,6.79685353,2.01,985.0,222.91,6061.0,4.486,0.97,15.391,294.16321,41.451801,CONFIRMED
Kepler-770 c,1.475323222,5.88,2740.0,13331.51,4941.0,3.317,4.885,14.604,286.49042,38.374908,CONFIRMED
Kepler-770 d,4.15246118,7.62,1941.0,3354.56,4941.0,3.317,4.885,14.604,286.49042,38.374908,CONFIRMED
Kepler-771 b,8.7348852,1.59,890.0,148.62,5982.0,4.493,0.96,14.794,287.44409,38.088428,CONFIRMED
,13.4471791,5.24,848.0,122.34,6276.0,4.405,1.041,14.0,292.37476,37.630959,CANDIDATE
,67.5923754,12.1,588.0,28.2,6038.0,4.082,1.744,13.675,295.58658,45.364979,CANDIDATE
Kepler-265 c,17.02902786,2.54,755.0,76.66,5839.0,4.327,1.067,15.381,290.51047,41.24482,CONFIRMED
Kepler-265 b,6.84619236,1.67,1022.0,258.41,5839.0,4.327,1.067,15.381,290.51047,41.24482,CONFIRMED
Kepler-265 e,67.8321638,2.39,476.0,12.14,5839.0,4.327,1.067,15.381,290.51047,41.24482,CONFIRMED
Kepler-265 d,43.1312147,2.39,554.0,22.21,5839.0,4.327,1.067,15.381,290.51047,41.24482,CONFIRMED
Kepler-756 b,1.224866441,1.54,1741.0,2174.33,5553.0,4.32,1.107,15.376,290.60794,41.201092,CONFIRMED
Kepler-1736 b,37.8102649,2.33,566.0,24.27,6085.0,4.451,0.973,14.633,289.7767,38.26228,CONFIRMED
Kepler-268 b,25.93406406,2.48,695.0,55.1,5952.0,4.287,1.225,13.703,291.97617,38.05508,CONFIRMED
Kepler-268 c,83.4463485,2.73,471.0,11.59,5952.0,4.287,1.225,13.703,291.97617,38.05508,CONFIRMED
Kepler-772 b,12.99204853,2.03,866.0,132.94,5765.0,4.236,1.242,13.974,291.42358,38.216591,CONFIRMED
Kepler-79 d,52.09081627,7.14,592.0,29.07,6198.0,4.237,1.324,13.914,300.51712,44.38158,CONFIRMED
Kepler-1973 b,4.28746668,2.29,942.0,186.31,5296.0,4.576,0.815,11.631,291.0488,36.839882,CONFIRMED
Kepler-260 b,8.18739443,1.92,782.0,88.36,5251.0,4.494,0.849,14.138,291.92596,38.014118,CONFIRMED
Kepler-260 c,76.0498163,1.75,372.0,4.53,5251.0,4.494,0.849,14.138,291.92596,38.014118,CONFIRMED
Kepler-111 b,3.341799486,1.67,1356.0,798.41,5873.0,4.293,1.235,13.492,291.65317,44.688271,CONFIRMED
Kepler-773 b,3.749105745,1.68,1160.0,428.25,5751.0,4.447,0.983,13.333,290.88467,38.057571,CONFIRMED
Kepler-774 b,11.08956602,3.51,1422.0,965.62,6353.0,3.698,2.867,12.808,291.03192,38.21196,CONFIRMED
,7.37290344,2.67,1004.0,240.11,5973.0,4.371,1.07,13.835,291.65097,38.028179,CANDIDATE
,119.0624882,10.4,366.0,4.26,5697.0,4.392,0.92,15.289,287.88812,39.078709,CANDIDATE
Kepler-415 c,8.70798309,2.01,543.0,20.59,4362.0,4.722,0.554,15.842,293.80441,38.63913,CONFIRMED
,14.8623076,1.57,454.0,10.08,4362.0,4.722,0.554,15.842,293.80441,38.63913,CANDIDATE
Kepler-415 b,4.17634276,1.23,694.0,54.8,4362.0,4.722,0.554,15.842,293.80441,38.63913,CONFIRMED
Kepler-79 c,27.40229859,3.63,734.0,68.46,6198.0,4.237,1.324,13.914,300.51712,44.38158,CONFIRMED
Kepler-743 b,3.179267286,1.21,1101.0,347.01,5511.0,4.554,0.857,12.55,295.57416,42.806438,CONFIRMED
Kepler-261 b,10.38122447,2.18,672.0,48.37,5095.0,4.566,0.78,13.562,291.36478,37.609169,CONFIRMED
Kepler-261 c,24.5709023,2.82,505.0,15.33,5095.0,4.566,0.78,13.562,291.36478,37.609169,CONFIRMED
Kepler-43 b,3.024092505,12.14,1489.0,1162.54,6063.0,4.261,1.358,13.958,285.24084,46.668251,CONFIRMED
Kepler-757 b,1.022678654,1.14,1734.0,2138.47,5366.0,4.363,1.02,14.803,296.68045,41.38652,CONFIRMED
Kepler-758 b,12.10968709,2.98,1005.0,240.8,6021.0,4.093,1.458,14.348,293.08463,41.135441,CONFIRMED
Kepler-758 c,4.75796103,1.7,1372.0,835.65,6021.0,4.093,1.458,14.348,293.08463,41.135441,CONFIRMED
Kepler-758 d,20.4972755,2.96,843.0,119.42,6021.0,4.093,1.458,14.348,293.08463,41.135441,CONFIRMED
Kepler-786 b,53.5292702,2.28,348.0,3.48,4736.0,4.624,0.708,14.887,293.74393,38.939281,CONFIRMED
Kepler-1741 b,2.757584622,1.01,615.0,33.79,3683.0,4.84,0.424,15.597,292.57703,39.12088,CONFIRMED
Kepler-787 b,0.928310036,1.16,1115.0,365.72,4109.0,4.672,0.602,15.854,291.69247,38.572899,CONFIRMED
Kepler-79 b,13.48457668,3.39,929.0,176.29,6198.0,4.237,1.324,13.914,300.51712,44.38158,CONFIRMED
Kepler-276 c,31.8841473,3.7,563.0,23.82,5779.0,4.477,0.974,15.368,293.56815,39.03632,CONFIRMED
,16.15811112,86.13,660.0,44.83,5619.0,4.536,0.874,15.488,296.38229,48.045311,CANDIDATE
Kepler-744 b,12.06222962,1.62,750.0,74.8,5547.0,4.451,0.933,13.581,296.49612,47.182861,CONFIRMED
Kepler-745 b,9.93146307,2.41,931.0,177.83,5782.0,4.28,1.22,15.214,291.49942,37.05928,CONFIRMED
Kepler-262 c,21.85362905,1.75,618.0,34.57,5830.0,4.54,0.876,14.246,290.72867,37.252651,CONFIRMED
Kepler-758 e,8.19345065,1.74,1144.0,405.75,6021.0,4.093,1.458,14.348,293.08463,41.135441,CONFIRMED
Kepler-759 b,41.8059544,2.02,533.0,19.02,5907.0,4.445,0.973,14.502,290.1315,41.3815,CONFIRMED
Kepler-48 b,4.77800306,1.85,932.0,177.79,5192.0,4.489,0.873,13.04,299.13922,40.94902,CONFIRMED
Kepler-269 b,5.32667299,2.26,1007.0,242.97,5831.0,4.517,0.921,15.808,290.21518,41.77597,CONFIRMED
Kepler-1740 b,8.17242644,3.29,858.0,127.95,5705.0,4.499,0.905,15.24,293.87363,38.922482,CONFIRMED
,1295.362215,57.82,169.0,0.19,5609.0,4.346,1.048,14.215,291.03217,38.703911,CANDIDATE
Kepler-262 b,13.0607936,1.45,734.0,68.66,5830.0,4.54,0.876,14.246,290.72867,37.252651,CONFIRMED
,4.2989201,2.12,1046.0,283.62,5300.0,4.385,0.986,14.613,291.14249,37.061321,CANDIDATE
,5.714817603,9.29,943.0,187.27,5695.0,4.526,0.842,15.623,299.78632,44.16954,CANDIDATE
Kepler-760 b,8.70420525,2.86,748.0,74.13,5074.0,4.474,0.863,15.07,287.5932,44.17942,CONFIRMED
Kepler-269 c,8.1280933,1.39,875.0,138.51,5831.0,4.517,0.921,15.808,290.21518,41.77597,CONFIRMED
,2.83668931,1.19,1242.0,562.48,5831.0,4.517,0.921,15.808,290.21518,41.77597,CANDIDATE
Kepler-775 b,0.974868896,1.16,1612.0,1605.87,5487.0,4.563,0.832,13.507,291.43329,41.703442,CONFIRMED
Kepler-776 b,4.89721006,1.48,904.0,157.93,5093.0,4.483,0.847,15.456,287.27264,41.635559,CONFIRMED
Kepler-275 c,16.08832318,3.42,875.0,138.64,6157.0,4.224,1.33,15.319,292.47971,38.514919,CONFIRMED
Kepler-275 b,10.30067919,2.2,1015.0,251.55,6157.0,4.224,1.33,15.319,292.47971,38.514919,CONFIRMED
Kepler-275 d,35.6757453,3.02,671.0,47.96,6157.0,4.224,1.33,15.319,292.47971,38.514919,CONFIRMED
,1.00861677,,,,,,,15.319,292.47971,38.514919,CANDIDATE
Kepler-263 b,16.56806842,2.54,548.0,21.27,4987.0,4.602,0.716,15.391,292.46976,37.567791,CONFIRMED
Kepler-263 c,47.3329299,2.18,386.0,5.25,4987.0,4.602,0.716,15.391,292.46976,37.567791,CONFIRMED
Kepler-264 b,40.8065333,3.71,772.0,83.75,6207.0,3.963,2.097,13.038,292.04462,37.37624,CONFIRMED
Kepler-760 c,2.46697039,1.56,1139.0,398.42,5074.0,4.474,0.863,15.07,287.5932,44.17942,CONFIRMED
,2.624234833,5.11,1164.0,434.31,5340.0,4.514,0.899,13.687,288.0383,50.651611,CANDIDATE
Kepler-266 b,6.61836309,2.98,1066.0,304.65,5529.0,4.19,1.294,15.59,294.48438,44.166908,CONFIRMED
Kepler-266 c,107.7214092,4.75,421.0,7.39,5529.0,4.19,1.294,15.59,294.48438,44.166908,CONFIRMED
,92.77779,1.92,410.0,6.7,5888.0,4.444,1.019,15.59,294.48438,44.166908,CANDIDATE
Kepler-48 c,9.673958488,2.63,736.0,69.42,5192.0,4.489,0.873,13.04,299.13922,40.94902,CONFIRMED
Kepler-276 b,14.12847677,2.73,739.0,70.5,5779.0,4.477,0.974,15.368,293.56815,39.03632,CONFIRMED
Kepler-276 d,48.6478543,4.14,489.0,13.57,5779.0,4.477,0.974,15.368,293.56815,39.03632,CONFIRMED
Kepler-788 b,8.39842977,2.0,984.0,221.66,6309.0,4.441,1.044,15.291,290.0004,38.53989,CONFIRMED
Kepler-789 b,8.63847391,5.99,1419.0,958.35,5684.0,3.657,3.046,14.507,295.97516,38.94664,CONFIRMED
,422.917678,5.89,292.0,1.73,5796.0,4.12,1.444,13.642,293.95459,38.899971,CANDIDATE
Kepler-264 c,140.10765,3.42,511.0,16.17,6207.0,3.963,2.097,13.038,292.04462,37.37624,CONFIRMED
Kepler-746 b,3.4815917,1.17,1156.0,421.61,5405.0,4.374,1.022,13.615,290.68225,37.35511,CONFIRMED
Kepler-747 b,35.61760233,5.17,456.0,10.19,5123.0,4.523,0.779,15.703,288.4165,41.0298,CONFIRMED
Kepler-761 b,10.12805158,1.95,767.0,81.77,5676.0,4.548,0.82,14.743,290.5036,44.143581,CONFIRMED
Kepler-762 b,3.770551475,12.05,1302.0,679.75,6322.0,4.426,1.075,15.439,291.27563,47.329491,CONFIRMED
Kepler-777 b,5.72812616,1.38,569.0,24.74,3968.0,4.714,0.548,15.95,282.72406,44.34647,CONFIRMED
Kepler-778 b,3.75574267,1.58,977.0,215.46,5311.0,4.588,0.788,15.764,287.47742,44.237511,CONFIRMED
Kepler-257 c,6.581477136,4.56,881.0,142.63,5188.0,4.4,0.973,15.471,297.31598,46.023258,CONFIRMED
Kepler-470 b,24.669192732,77.76,1485.0,1150.61,5313.0,2.936,9.327,13.224,297.00943,50.372318,CONFIRMED
Kepler-257 b,2.382652873,2.74,1237.0,553.53,5188.0,4.4,0.973,15.471,297.31598,46.023258,CONFIRMED
Kepler-257 d,24.66461416,5.34,567.0,24.53,5188.0,4.4,0.973,15.471,297.31598,46.023258,CONFIRMED
Kepler-735 b,11.51517167,2.9,657.0,43.96,5177.0,4.59,0.798,15.386,284.68887,46.172249,CONFIRMED
Kepler-18 c,7.641567589,4.91,899.0,154.25,5356.0,4.338,1.055,13.549,298.07944,44.746319,CONFIRMED
Kepler-748 b,7.40742502,2.01,938.0,183.15,5922.0,4.474,0.961,15.242,292.26291,37.236992,CONFIRMED
Kepler-88 b,10.916108342,3.93,758.0,78.19,5575.0,4.521,0.932,13.113,291.14807,40.669399,CONFIRMED
Kepler-267 b,3.353732008,1.65,615.0,33.76,3789.0,4.781,0.46,15.438,299.83041,47.157459,CONFIRMED
Kepler-267 c,6.877446033,2.05,484.0,12.95,3789.0,4.781,0.46,15.438,299.83041,47.157459,CONFIRMED
Kepler-267 d,28.46464804,1.87,301.0,1.95,3789.0,4.781,0.46,15.438,299.83041,47.157459,CONFIRMED
Kepler-48 d,42.89645024,2.0,448.0,9.54,5192.0,4.489,0.873,13.04,299.13922,40.94902,CONFIRMED
,30.5872153,2.32,621.0,35.08,5944.0,4.38,1.082,14.143,296.54861,44.264671,CANDIDATE
Kepler-779 b,7.09712124,0.74,425.0,7.73,3569.0,4.861,0.389,15.649,285.62854,44.31089,CONFIRMED
Kepler-736 b,3.601465336,2.31,996.0,232.65,5052.0,4.48,0.855,15.733,285.39133,46.180939,CONFIRMED
Kepler-1666 b,25.8474958,2.4,672.0,48.23,6297.0,4.448,1.031,15.083,297.9516,46.264721,CONFIRMED
Kepler-1666 c,40.715561,2.7,578.0,26.34,6297.0,4.448,1.031,15.083,297.9516,46.264721,CONFIRMED
Kepler-749 b,17.31711739,2.04,454.0,10.07,4719.0,4.753,0.502,15.759,299.89722,43.903912,CONFIRMED
Kepler-750 b,9.42889884,4.39,1163.0,432.9,5897.0,3.98,1.86,14.5,289.09689,44.004379,CONFIRMED
,9.95639775,28.15,905.0,158.42,6161.0,4.454,1.053,15.22,294.76855,47.13279,CANDIDATE
Kepler-763 d,6.50327035,1.67,804.0,98.81,4999.0,4.49,0.843,15.692,292.14447,47.157349,CONFIRMED
Kepler-763 c,4.09667624,1.42,938.0,182.9,4999.0,4.49,0.843,15.692,292.14447,47.157349,CONFIRMED
Kepler-763 b,1.196548464,1.25,1414.0,945.12,4999.0,4.49,0.843,15.692,292.14447,47.157349,CONFIRMED
Kepler-270 b,11.47609015,2.07,984.0,221.34,6071.0,4.202,1.41,13.908,282.2001,44.422298,CONFIRMED
Kepler-270 c,25.2630467,1.71,756.0,77.24,6071.0,4.202,1.41,13.908,282.2001,44.422298,CONFIRMED
Kepler-780 b,0.677374687,0.9,2099.0,4572.56,5718.0,4.395,1.037,13.326,281.76639,44.292549,CONFIRMED
Kepler-271 b,10.43547031,1.22,759.0,78.35,5528.0,4.499,0.853,13.404,283.00296,44.284229,CONFIRMED
Kepler-271 c,7.41084314,0.94,850.0,123.4,5528.0,4.499,0.853,13.404,283.00296,44.284229,CONFIRMED
Kepler-737 b,28.59914031,1.83,298.0,1.87,3755.0,4.781,0.461,15.19,291.86285,46.42926,CONFIRMED
Kepler-738 b,24.58716355,2.37,530.0,18.72,5474.0,4.605,0.749,15.598,287.56967,46.56786,CONFIRMED
Kepler-739 b,12.53248222,3.24,775.0,85.15,5997.0,4.522,0.904,15.485,290.06799,46.57914,CONFIRMED
,31.201692472,8.31,286.0,1.59,3748.0,4.796,0.449,15.798,292.65704,46.537338,CANDIDATE
Kepler-258 b,13.19720694,4.18,642.0,40.03,4954.0,4.462,0.885,15.223,294.06848,46.57933,CONFIRMED
Kepler-18 d,14.85890852,5.94,720.0,63.52,5356.0,4.338,1.055,13.549,298.07944,44.746319,CONFIRMED
Kepler-750 c,4.08897299,2.36,1537.0,1317.96,5897.0,3.98,1.86,14.5,289.09689,44.004379,CONFIRMED
Kepler-751 b,17.44486016,3.24,679.0,50.32,5568.0,4.413,0.966,15.007,294.84384,44.077679,CONFIRMED
Kepler-764 b,7.33685101,1.52,875.0,138.46,5795.0,4.554,0.848,15.302,297.39319,47.164631,CONFIRMED
Kepler-1735 b,7.71790675,0.9,502.0,15.01,3975.0,4.753,0.509,15.233,281.05011,47.188148,CONFIRMED
Kepler-765 b,27.6652847,2.21,641.0,39.94,6036.0,4.396,1.017,14.609,283.1846,47.15567,CONFIRMED
Kepler-473 b,14.55730897,4.32,879.0,141.0,5774.0,4.159,1.412,13.397,286.6301,38.945599,CONFIRMED
,6.810823723,26.06,1626.0,1656.16,7226.0,3.967,2.079,12.628,299.10281,47.377781,CANDIDATE
Kepler-258 c,33.6528474,3.05,470.0,11.5,4954.0,4.462,0.885,15.223,294.06848,46.57933,CONFIRMED
Kepler-32 b,5.90127815,1.94,514.0,16.54,3731.0,4.75,0.498,15.801,297.84241,46.574268,CONFIRMED
Kepler-32 c,8.75209691,1.83,451.0,9.76,3731.0,4.75,0.498,15.801,297.84241,46.574268,CONFIRMED
Kepler-32 d,22.78078241,2.17,328.0,2.73,3731.0,4.75,0.498,15.801,297.84241,46.574268,CONFIRMED
Kepler-32 e,2.896005211,1.23,652.0,42.53,3731.0,4.75,0.498,15.801,297.84241,46.574268,CONFIRMED
Kepler-32 f,0.742957911,1.47,1026.0,262.51,3731.0,4.75,0.498,15.801,297.84241,46.574268,CONFIRMED
Kepler-752 b,18.82744023,2.7,632.0,37.82,5687.0,4.538,0.86,15.762,292.26813,37.955639,CONFIRMED
Kepler-753 b,5.747711909,1.86,641.0,40.07,4252.0,4.64,0.632,14.496,291.90326,37.90229,CONFIRMED
Kepler-18 b,3.504691252,2.03,1165.0,435.21,5356.0,4.338,1.055,13.549,298.07944,44.746319,CONFIRMED
Kepler-418 b,86.67856052,9.83,434.0,8.41,5822.0,4.351,1.081,14.696,294.4335,38.35545,CONFIRMED
Kepler-418 c,12.21828097,5.1,835.0,114.59,5822.0,4.351,1.081,14.696,294.4335,38.35545,CONFIRMED
Kepler-1737 b,64.617518,5.4,383.0,5.09,5043.0,4.47,0.881,15.332,297.01483,47.486431,CONFIRMED
Kepler-781 b,13.21409607,2.77,629.0,36.95,5333.0,4.62,0.728,15.987,287.65363,47.41481,CONFIRMED
Kepler-272 c,6.05729966,1.94,947.0,189.98,5334.0,4.372,1.004,14.678,299.12753,47.59383,CONFIRMED
Kepler-740 b,3.584101048,4.66,1131.0,386.66,5739.0,4.518,0.922,15.954,286.48227,46.692451,CONFIRMED
Kepler-13 b,1.763587535,21.42,3559.0,37958.27,9107.0,3.867,3.031,9.958,286.97119,46.868359,CONFIRMED
Kepler-471 b,5.014234733,10.63,1308.0,692.13,6490.0,4.32,1.307,13.797,299.09753,43.497589,CONFIRMED
Kepler-259 b,8.11528727,3.1,879.0,140.92,5926.0,4.532,0.887,15.219,288.21194,46.615002,CONFIRMED
Kepler-259 c,36.9250409,3.01,530.0,18.7,5926.0,4.532,0.887,15.219,288.21194,46.615002,CONFIRMED
Kepler-1732 b,32.3122867,4.84,699.0,56.49,5821.0,4.108,1.494,14.757,292.29099,37.580799,CONFIRMED
Kepler-1733 b,9.22961384,2.79,1021.0,257.11,6320.0,4.347,1.252,15.399,291.13849,37.859299,CONFIRMED
Kepler-754 b,14.5598556,1.64,758.0,78.26,5959.0,4.46,0.966,15.16,293.25412,37.846191,CONFIRMED
Kepler-472 b,4.176254191,3.07,876.0,139.48,4957.0,4.594,0.776,13.698,296.52429,39.24976,CONFIRMED
Kepler-766 b,6.10027621,2.59,990.0,227.15,5957.0,4.506,0.937,15.678,293.18454,37.969841,CONFIRMED
,51.59809554,6.57,449.0,9.61,5681.0,4.551,0.859,15.617,287.61688,38.402321,CANDIDATE
,1500.0,9.8,139.0,0.09,5606.0,4.597,0.76,14.709,290.18304,38.321941,CANDIDATE
Kepler-112 b,8.408878137,2.28,809.0,101.22,5551.0,4.508,0.812,13.771,296.98102,43.209751,CONFIRMED
Kepler-272 d,10.93725572,2.41,777.0,86.28,5334.0,4.372,1.004,14.678,299.12753,47.59383,CONFIRMED
Kepler-272 b,2.97136658,1.52,1200.0,490.13,5334.0,4.372,1.004,14.678,299.12753,47.59383,CONFIRMED
Kepler-782 b,158.6850022,3.08,350.0,3.53,5751.0,4.34,1.034,12.783,288.86823,47.75943,CONFIRMED
Kepler-273 b,2.936527336,1.92,1209.0,505.22,5359.0,4.375,1.002,14.968,291.30222,47.697762,CONFIRMED
Kepler-741 b,7.03902016,2.45,1051.0,288.92,6321.0,4.434,1.058,15.067,289.4317,46.617531,CONFIRMED
Kepler-742 b,8.360870704,3.67,690.0,53.68,4743.0,4.516,0.81,15.223,283.86603,46.789589,CONFIRMED
Kepler-1731 b,21.76129812,2.53,486.0,13.18,4859.0,4.612,0.72,12.559,291.25449,36.74361,CONFIRMED
,1500.1406772,18.35,206.0,0.42,5009.0,3.755,2.283,13.862,291.97754,37.532551,CANDIDATE
Kepler-767 b,161.5278347,8.19,366.0,4.25,5778.0,4.285,1.213,15.435,291.57916,38.035831,CONFIRMED
Kepler-768 b,11.39102358,1.67,618.0,34.55,4983.0,4.617,0.728,15.681,294.11566,38.393478,CONFIRMED
Kepler-24 c,12.33343853,4.12,915.0,165.3,5896.0,4.197,1.24,14.925,290.41327,38.34375,CONFIRMED
Kepler-273 c,8.01500821,2.0,865.0,132.46,5359.0,4.375,1.002,14.968,291.30222,47.697762,CONFIRMED
Kepler-783 c,7.053934488,2.36,840.0,117.33,5357.0,4.498,0.863,13.916,291.06293,47.484798,CONFIRMED
Kepler-783 b,4.29263699,0.68,991.0,227.69,5357.0,4.498,0.863,13.916,291.06293,47.484798,CONFIRMED
Kepler-1738 b,7.6746614,2.8,957.0,198.67,6063.0,4.47,1.001,15.44,296.13141,47.43882,CONFIRMED
Kepler-42 b,1.213770423,0.78,525.0,18.03,3292.0,5.215,0.148,15.92,292.21906,44.61916,CONFIRMED
Kepler-42 c,0.453287416,0.76,729.0,66.14,3292.0,5.215,0.148,15.92,292.21906,44.61916,CONFIRMED
Kepler-42 d,1.865114193,0.66,455.0,10.1,3292.0,5.215,0.148,15.92,292.21906,44.61916,CONFIRMED
Kepler-290 c,36.7704935,2.83,437.0,8.6,5142.0,4.602,0.755,15.596,286.41,42.681549,CONFIRMED
Kepler-290 b,14.58932429,2.32,594.0,29.53,5142.0,4.602,0.755,15.596,286.41,42.681549,CONFIRMED
Kepler-290 d,0.764017553,0.86,1589.0,1503.79,5142.0,4.602,0.755,15.596,286.41,42.681549,CONFIRMED
Kepler-61 b,59.8780258,2.19,273.0,1.31,4016.0,4.658,0.599,14.995,295.3045,42.475288,CONFIRMED
,20.51360192,2.58,540.0,20.15,5310.0,4.608,0.704,15.406,281.60541,42.390419,CANDIDATE
